"date" "RM" "measurand" "mean.before" "mean.after" "median.before" "median.after" "median.after.noPP" "unit" "sL" "sbb" "sbb" "u" "u.alternative" "t.value" "outlier" "labs remaining" "based on" "property value" "U"
2014-07-25 "GAS" "Tm" 0.007546 0.007357 0.007425 0.0074 0.0074 "mg/kg" 3.95e-07 5.55e-08 5.549e-08 0.000186 0.000186 2.18 6 13 "median" 0.0074 0.000405
2014-07-25 "GAS" "Tm" 0.007546 0.007357 0.007425 0.0074 0.0074 "mg/kg" 3.95e-07 5.55e-08 5.549e-08 0.000186 0.000186 2.18 26 13 "median" 0.0074 0.000405
2014-07-25 "GAS" "Tm" 0.007546 0.007357 0.007425 0.0074 0.0074 "mg/kg" 3.95e-07 5.55e-08 5.549e-08 0.000186 0.000186 2.18 33 13 "median" 0.0074 0.000405
2014-07-25 "GAS" "Tm" 0.007546 0.007357 0.007425 0.0074 0.0074 "mg/kg" 3.95e-07 5.55e-08 5.549e-08 0.000186 0.000186 2.18 31 13 "median" 0.0074 0.000405
2014-07-25 "GAS" "Tm" 0.007546 0.007357 0.007425 0.0074 0.0074 "mg/kg" 3.95e-07 5.55e-08 5.549e-08 0.000186 0.000186 2.18 24 13 "median" 0.0074 0.000405
2014-07-25 "GAS" "U" 0.9036 0.8304 0.8125 0.8112 0.8112 "mg/kg" 0.00222 0.000313 0.0003127 0.0126 0.0126 2.13 10 16 "median" 0.8112 0.0268
2014-07-25 "GAS" "U" 0.9036 0.8304 0.8125 0.8112 0.8112 "mg/kg" 0.00222 0.000313 0.0003127 0.0126 0.0126 2.13 6 16 "median" 0.8112 0.0268
2014-07-25 "GAS" "U" 0.9036 0.8304 0.8125 0.8112 0.8112 "mg/kg" 0.00222 0.000313 0.0003127 0.0126 0.0126 2.13 26 16 "median" 0.8112 0.0268
2014-07-25 "GAS" "U" 0.9036 0.8304 0.8125 0.8112 0.8112 "mg/kg" 0.00222 0.000313 0.0003127 0.0126 0.0126 2.13 33 16 "median" 0.8112 0.0268
2014-07-25 "GAS" "U" 0.9036 0.8304 0.8125 0.8112 0.8112 "mg/kg" 0.00222 0.000313 0.0003127 0.0126 0.0126 2.13 31 16 "median" 0.8112 0.0268
2014-07-25 "GAS" "U" 0.9036 0.8304 0.8125 0.8112 0.8112 "mg/kg" 0.00222 0.000313 0.0003127 0.0126 0.0126 2.13 24 16 "median" 0.8112 0.0268
2014-07-25 "GAS" "V" 32.23 32.96 32.76 32.82 32.6 "mg/kg" 8.79 1.24 1.236 0.727 0.727 2.1 10 19 "median" 32.82 1.53
2014-07-25 "GAS" "V" 32.23 32.96 32.76 32.82 32.6 "mg/kg" 8.79 1.24 1.236 0.727 0.727 2.1 6 19 "median" 32.82 1.53
2014-07-25 "GAS" "V" 32.23 32.96 32.76 32.82 32.6 "mg/kg" 8.79 1.24 1.236 0.727 0.727 2.1 26 19 "median" 32.82 1.53
2014-07-25 "GAS" "V" 32.23 32.96 32.76 32.82 32.6 "mg/kg" 8.79 1.24 1.236 0.727 0.727 2.1 33 19 "median" 32.82 1.53
2014-07-25 "GAS" "V" 32.23 32.96 32.76 32.82 32.6 "mg/kg" 8.79 1.24 1.236 0.727 0.727 2.1 31 19 "median" 32.82 1.53
2014-07-25 "GAS" "V" 32.23 32.96 32.76 32.82 32.6 "mg/kg" 8.79 1.24 1.236 0.727 0.727 2.1 24 19 "median" 32.82 1.53
2014-07-25 "GAS" "Y" 0.4246 0.3766 0.3857 0.3857 0.3852 "mg/kg" 0.00359 0.000505 0.0005049 0.0155 0.0155 2.12 10 17 "median" 0.3857 0.0329
2014-07-25 "GAS" "Y" 0.4246 0.3766 0.3857 0.3857 0.3852 "mg/kg" 0.00359 0.000505 0.0005049 0.0155 0.0155 2.12 6 17 "median" 0.3857 0.0329
2014-07-25 "GAS" "Y" 0.4246 0.3766 0.3857 0.3857 0.3852 "mg/kg" 0.00359 0.000505 0.0005049 0.0155 0.0155 2.12 26 17 "median" 0.3857 0.0329
2014-07-25 "GAS" "Y" 0.4246 0.3766 0.3857 0.3857 0.3852 "mg/kg" 0.00359 0.000505 0.0005049 0.0155 0.0155 2.12 33 17 "median" 0.3857 0.0329
2014-07-25 "GAS" "Y" 0.4246 0.3766 0.3857 0.3857 0.3852 "mg/kg" 0.00359 0.000505 0.0005049 0.0155 0.0155 2.12 31 17 "median" 0.3857 0.0329
2014-07-25 "GAS" "Y" 0.4246 0.3766 0.3857 0.3857 0.3852 "mg/kg" 0.00359 0.000505 0.0005049 0.0155 0.0155 2.12 24 17 "median" 0.3857 0.0329
2014-07-25 "GAS" "Yb" 0.05756 0.05319 0.05278 0.05255 0.05255 "mg/kg" 4.07e-05 5.73e-06 5.727e-06 0.00165 0.00165 2.12 10 17 "median" 0.05255 0.0035
2014-07-25 "GAS" "Yb" 0.05756 0.05319 0.05278 0.05255 0.05255 "mg/kg" 4.07e-05 5.73e-06 5.727e-06 0.00165 0.00165 2.12 6 17 "median" 0.05255 0.0035
2014-07-25 "GAS" "Yb" 0.05756 0.05319 0.05278 0.05255 0.05255 "mg/kg" 4.07e-05 5.73e-06 5.727e-06 0.00165 0.00165 2.12 26 17 "median" 0.05255 0.0035
2014-07-25 "GAS" "Yb" 0.05756 0.05319 0.05278 0.05255 0.05255 "mg/kg" 4.07e-05 5.73e-06 5.727e-06 0.00165 0.00165 2.12 33 17 "median" 0.05255 0.0035
2014-07-25 "GAS" "Yb" 0.05756 0.05319 0.05278 0.05255 0.05255 "mg/kg" 4.07e-05 5.73e-06 5.727e-06 0.00165 0.00165 2.12 31 17 "median" 0.05255 0.0035
2014-07-25 "GAS" "Yb" 0.05756 0.05319 0.05278 0.05255 0.05255 "mg/kg" 4.07e-05 5.73e-06 5.727e-06 0.00165 0.00165 2.12 24 17 "median" 0.05255 0.0035
2014-07-25 "GAS" "Zn" 37.16 37.16 38.5 38.5 38.84 "mg/kg" 12.7 1.79 1.789 0.794 0.794 2.07 10 23 "median" 38.5 1.65
2014-07-25 "GAS" "Zn" 37.16 37.16 38.5 38.5 38.84 "mg/kg" 12.7 1.79 1.789 0.794 0.794 2.07 6 23 "median" 38.5 1.65
2014-07-25 "GAS" "Zn" 37.16 37.16 38.5 38.5 38.84 "mg/kg" 12.7 1.79 1.789 0.794 0.794 2.07 26 23 "median" 38.5 1.65
2014-07-25 "GAS" "Zn" 37.16 37.16 38.5 38.5 38.84 "mg/kg" 12.7 1.79 1.789 0.794 0.794 2.07 33 23 "median" 38.5 1.65
2014-07-25 "GAS" "Zn" 37.16 37.16 38.5 38.5 38.84 "mg/kg" 12.7 1.79 1.789 0.794 0.794 2.07 31 23 "median" 38.5 1.65
2014-07-25 "GAS" "Zn" 37.16 37.16 38.5 38.5 38.84 "mg/kg" 12.7 1.79 1.789 0.794 0.794 2.07 24 23 "median" 38.5 1.65
2014-07-25 "GAS" "Zr" 2.325 0.8449 1.253 0.6151 0.6151 "mg/kg" 0.255 0.0359 0.03593 0.171 0.171 2.26 10 10 "median" 0.6151 0.386
2014-07-25 "GAS" "Zr" 2.325 0.8449 1.253 0.6151 0.6151 "mg/kg" 0.255 0.0359 0.03593 0.171 0.171 2.26 6 10 "median" 0.6151 0.386
2014-07-25 "GAS" "Zr" 2.325 0.8449 1.253 0.6151 0.6151 "mg/kg" 0.255 0.0359 0.03593 0.171 0.171 2.26 26 10 "median" 0.6151 0.386
2014-07-25 "GAS" "Zr" 2.325 0.8449 1.253 0.6151 0.6151 "mg/kg" 0.255 0.0359 0.03593 0.171 0.171 2.26 33 10 "median" 0.6151 0.386
2014-07-25 "GAS" "Zr" 2.325 0.8449 1.253 0.6151 0.6151 "mg/kg" 0.255 0.0359 0.03593 0.171 0.171 2.26 31 10 "median" 0.6151 0.386
2014-07-25 "GAS" "Zr" 2.325 0.8449 1.253 0.6151 0.6151 "mg/kg" 0.255 0.0359 0.03593 0.171 0.171 2.26 24 10 "median" 0.6151 0.386
